Epoch,IOU_Train,IOU_Val
2222,0.7950,0.2818
2223,0.7953,0.3340
2224,0.7951,0.3948
2225,0.7952,0.3688
2226,0.7952,0.3522
2227,0.7951,0.3377
2228,0.7949,0.4234
2229,0.7951,0.3301
2230,0.7953,0.4617
2231,0.7952,0.2886
2232,0.7949,0.3329
2233,0.7950,0.3717
2234,0.7952,0.3102
2235,0.7948,0.3962
2236,0.7950,0.4166
2237,0.7953,0.3071
2238,0.7951,0.4658
2239,0.7952,0.3831
2240,0.7954,0.3772
2241,0.7949,0.3693
2242,0.7954,0.3916
2243,0.7948,0.3832
2244,0.7950,0.3848
2245,0.7954,0.3113
2246,0.7952,0.2849
2247,0.7950,0.3650
2248,0.7953,0.3819
2249,0.7952,0.2979
2250,0.7954,0.4177
2251,0.7950,0.3849
2252,0.7953,0.3864
2253,0.7952,0.3913
2254,0.7951,0.4355
2255,0.7956,0.3751
2256,0.7954,0.2103
2257,0.7951,0.4601
2258,0.7954,0.3320
2259,0.7952,0.3599
2260,0.7952,0.2750
2261,0.7954,0.4132
2262,0.7955,0.4198
2263,0.7953,0.2719
2264,0.7956,0.3920
2265,0.7954,0.3002
2266,0.7953,0.3287
2267,0.7952,0.3047
2268,0.7955,0.4930
2269,0.7957,0.3467
2270,0.7958,0.4537
2271,0.7955,0.3457
2272,0.7954,0.4771
2273,0.7953,0.2766
2274,0.7954,0.4974
2275,0.7951,0.4564
2276,0.7954,0.3321
2277,0.7953,0.3935
2278,0.7955,0.3786
2279,0.7953,0.4536
2280,0.7954,0.4232
2281,0.7957,0.3266
2282,0.7952,0.2869
2283,0.7953,0.3719
2284,0.7956,0.4392
2285,0.7953,0.3643
2286,0.7954,0.2987
2287,0.7954,0.4361
2288,0.7953,0.4108
2289,0.7954,0.3911
2290,0.7953,0.3755
2291,0.7955,0.3378
2292,0.7953,0.2901
2293,0.7955,0.3668
2294,0.7955,0.3566
2295,0.7954,0.4479
2296,0.7955,0.3515
2297,0.7954,0.3766
2298,0.7956,0.4292
2299,0.7958,0.4524
2300,0.7953,0.3447
2301,0.7955,0.3722
2302,0.7955,0.3690
2303,0.7954,0.4108
2304,0.7951,0.2016
2305,0.7957,0.3158
2306,0.7950,0.4755
2307,0.7956,0.4148
2308,0.7954,0.3912
2309,0.7957,0.3678
2310,0.7951,0.4099
2311,0.7955,0.2783
2312,0.7957,0.4476
2313,0.7955,0.3061
2314,0.7958,0.3311
2315,0.7956,0.3760
2316,0.7954,0.3669
2317,0.7956,0.3678
2318,0.7955,0.3793
2319,0.7957,0.4059
2320,0.7956,0.4104
2321,0.7954,0.3904
2322,0.7957,0.4514
2323,0.7955,0.3555
2324,0.7955,0.3789
2325,0.7958,0.4135
2326,0.7956,0.3245
2327,0.7955,0.4292
2328,0.7953,0.2715
2329,0.7955,0.4293
2330,0.7956,0.3462
2331,0.7954,0.3586
2332,0.7957,0.3894
2333,0.7959,0.2799
2334,0.7953,0.3364
2335,0.7953,0.3858
2336,0.7958,0.3080
2337,0.7957,0.3333
2338,0.7959,0.4234
2339,0.7957,0.3602
2340,0.7957,0.3969
2341,0.7957,0.3740
2342,0.7954,0.4138
2343,0.7958,0.4273
2344,0.7960,0.4273
2345,0.7954,0.3334
2346,0.7955,0.3194
2347,0.7956,0.3474
2348,0.7956,0.3468
2349,0.7956,0.3608
2350,0.7960,0.3419
2351,0.7955,0.2700
2352,0.7958,0.3193
2353,0.7956,0.3353
2354,0.7958,0.3692
2355,0.7957,0.4386
2356,0.7957,0.2907
2357,0.7958,0.3410
2358,0.7957,0.3653
2359,0.7955,0.3087
2360,0.7958,0.2342
2361,0.7959,0.4298
2362,0.7956,0.3498
2363,0.7959,0.4356
2364,0.7957,0.4694
2365,0.7956,0.3581
2366,0.7956,0.4331
2367,0.7959,0.4055
2368,0.7958,0.4255
2369,0.7957,0.4158
2370,0.7958,0.3367
2371,0.7957,0.3657
2372,0.7958,0.3317
2373,0.7958,0.1892
2374,0.7956,0.3635
2375,0.7959,0.3045
2376,0.7957,0.3919
2377,0.7957,0.3571
2378,0.7959,0.2935
2379,0.7958,0.2929
2380,0.7959,0.2976
2381,0.7960,0.2894
2382,0.7958,0.2305
2383,0.7958,0.3710
2384,0.7959,0.3103
2385,0.7958,0.3646
2386,0.7960,0.2729
2387,0.7958,0.3657
2388,0.7955,0.2949
2389,0.7958,0.4884
2390,0.7962,0.2520
2391,0.7956,0.3668
2392,0.7957,0.2815
2393,0.7960,0.3109
2394,0.7958,0.2757
2395,0.7959,0.4166
2396,0.7962,0.2901
2397,0.7956,0.4243
2398,0.7959,0.3931
2399,0.7958,0.3300
2400,0.7960,0.2990
2401,0.7961,0.3865
2402,0.7961,0.3905
2403,0.7957,0.4565
2404,0.7957,0.4101
2405,0.7959,0.4008
2406,0.7963,0.4142
2407,0.7962,0.4240
2408,0.7961,0.3526
2409,0.7960,0.2300
2410,0.7961,0.3817
2411,0.7960,0.4040
2412,0.7962,0.3501
2413,0.7958,0.3935
2414,0.7961,0.4302
2415,0.7959,0.3583
2416,0.7961,0.3250
2417,0.7959,0.4362
2418,0.7960,0.2314
2419,0.7959,0.3130
2420,0.7959,0.3715
2421,0.7961,0.4132
2422,0.7964,0.3843
2423,0.7956,0.3288
2424,0.7961,0.4120
2425,0.7957,0.3464
2426,0.7960,0.4141
2427,0.7955,0.3775
2428,0.7967,0.3937
2429,0.7960,0.3229
2430,0.7962,0.4143
2431,0.7960,0.3857
2432,0.7960,0.4515
2433,0.7960,0.3675
2434,0.7961,0.3027
2435,0.7960,0.3288
2436,0.7958,0.3636
2437,0.7956,0.3992
2438,0.7961,0.4404
2439,0.7962,0.4558
2440,0.7961,0.4454
2441,0.7960,0.3262
2442,0.7960,0.4433
2443,0.7961,0.3341
2444,0.7962,0.2431
2445,0.7962,0.3861
2446,0.7961,0.4368
2447,0.7960,0.4376
2448,0.7960,0.3623
2449,0.7960,0.4448
2450,0.7959,0.4154
2451,0.7963,0.3297
2452,0.7961,0.3644
2453,0.7961,0.2596
2454,0.7962,0.3098
2455,0.7964,0.3712
2456,0.7963,0.3744
2457,0.7965,0.4586
2458,0.7962,0.3537
2459,0.7959,0.4303
2460,0.7961,0.2323
2461,0.7966,0.3764
2462,0.7962,0.4103
2463,0.7961,0.3180
2464,0.7961,0.2906
2465,0.7957,0.3177
2466,0.7961,0.4005
2467,0.7961,0.4560
2468,0.7962,0.3905
2469,0.7957,0.2894
2470,0.7961,0.2209
2471,0.7958,0.4216
2472,0.7963,0.4581
2473,0.7963,0.3217
2474,0.7964,0.3623
2475,0.7959,0.4133
2476,0.7964,0.3377
2477,0.7963,0.4027
2478,0.7963,0.3494
2479,0.7963,0.4524
2480,0.7963,0.4492
2481,0.7962,0.4597
2482,0.7961,0.4160
2483,0.7966,0.3832
2484,0.7966,0.3734
2485,0.7959,0.4453
2486,0.7962,0.3647
2487,0.7965,0.3309
2488,0.7963,0.3420
2489,0.7962,0.3876
2490,0.7966,0.3653
2491,0.7963,0.3295
2492,0.7962,0.2977
2493,0.7963,0.2538
2494,0.7963,0.4986
2495,0.7963,0.4708
2496,0.7964,0.3343
2497,0.7962,0.3337
2498,0.7963,0.3786
2499,0.7963,0.4148
2500,0.7965,0.4108
2501,0.7965,0.3930
2502,0.7960,0.3608
2503,0.7966,0.3487
2504,0.7965,0.3546
2505,0.7961,0.4631
2506,0.7963,0.2796
2507,0.7967,0.3856
2508,0.7964,0.3745
2509,0.7962,0.2444
2510,0.7961,0.4741
2511,0.7963,0.4040
2512,0.7959,0.3819
2513,0.7966,0.3232
2514,0.7964,0.3152
2515,0.7962,0.3980
2516,0.7963,0.3330
2517,0.7967,0.3747
2518,0.7963,0.4576
2519,0.7965,0.3756
2520,0.7967,0.4744
2521,0.7965,0.4734
2522,0.7963,0.4950
2523,0.7965,0.3884
2524,0.7963,0.4091
2525,0.7962,0.2826
2526,0.7965,0.4497
2527,0.7961,0.2597
2528,0.7966,0.2456
2529,0.7965,0.3847
2530,0.7965,0.4204
2531,0.7964,0.4327
2532,0.7960,0.3000
2533,0.7962,0.4372
2534,0.7966,0.4469
2535,0.7962,0.4297
2536,0.7967,0.4027
2537,0.7965,0.3536
2538,0.7965,0.3430
2539,0.7965,0.4505
2540,0.7963,0.3450
2541,0.7964,0.4109
2542,0.7963,0.3686
2543,0.7965,0.3165
2544,0.7963,0.3486
2545,0.7962,0.4083
2546,0.7964,0.3458
2547,0.7963,0.3242
2548,0.7967,0.3393
2549,0.7968,0.3753
2550,0.7966,0.4137
2551,0.7963,0.4531
2552,0.7968,0.3656
2553,0.7968,0.3185
2554,0.7968,0.3945
2555,0.7963,0.3181
2556,0.7966,0.4329
2557,0.7963,0.4098
2558,0.7966,0.4019
2559,0.7965,0.3989
2560,0.7969,0.3590
2561,0.7967,0.3956
2562,0.7962,0.4143
2563,0.7967,0.3098
2564,0.7966,0.4081
2565,0.7968,0.2786
2566,0.7967,0.3716
2567,0.7967,0.3676
2568,0.7967,0.2808
2569,0.7965,0.3503
2570,0.7967,0.2996
2571,0.7967,0.3937
2572,0.7969,0.3541
2573,0.7966,0.4335
2574,0.7968,0.2816
2575,0.7967,0.2887
2576,0.7965,0.3713
2577,0.7966,0.2665
2578,0.7967,0.2141
2579,0.7968,0.3530
2580,0.7963,0.3492
2581,0.7969,0.3926
2582,0.7965,0.3259
2583,0.7965,0.3655
2584,0.7968,0.4419
2585,0.7965,0.4253
2586,0.7965,0.4340
2587,0.7963,0.4060
2588,0.7967,0.3560
2589,0.7972,0.2268
2590,0.7967,0.4174
2591,0.7969,0.3473
2592,0.7967,0.3781
2593,0.7967,0.5106
2594,0.7965,0.3382
2595,0.7965,0.2762
2596,0.7966,0.3920
2597,0.7966,0.3985
2598,0.7963,0.4376
2599,0.7969,0.2789
2600,0.7967,0.3766
2601,0.7968,0.4912
2602,0.7968,0.4615
2603,0.7966,0.3869
2604,0.7967,0.3016
2605,0.7967,0.4165
2606,0.7973,0.2992
2607,0.7966,0.2981
2608,0.7966,0.4287
2609,0.7969,0.3449
2610,0.7967,0.2039
2611,0.7966,0.4100
2612,0.7971,0.1779
2613,0.7966,0.3824
2614,0.7969,0.4050
2615,0.7970,0.4557
2616,0.7967,0.3994
2617,0.7969,0.3259
2618,0.7967,0.3940
2619,0.7967,0.3997
2620,0.7970,0.3160
2621,0.7967,0.3552
2622,0.7968,0.3477
2623,0.7969,0.3566
2624,0.7971,0.3201
2625,0.7966,0.3419
2626,0.7969,0.3307
2627,0.7966,0.3752
2628,0.7970,0.3410
2629,0.7967,0.3113
2630,0.7970,0.4192
2631,0.7967,0.3227
2632,0.7970,0.3714
2633,0.7966,0.4457
2634,0.7968,0.2450
2635,0.7972,0.3523
2636,0.7968,0.3251
2637,0.7965,0.3423
2638,0.7968,0.3675
2639,0.7974,0.3083
2640,0.7967,0.4596
2641,0.7968,0.1381
2642,0.7971,0.3720
2643,0.7965,0.2843
2644,0.7971,0.3786
2645,0.7970,0.3491
2646,0.7971,0.4261
2647,0.7969,0.4193
2648,0.7968,0.3613
2649,0.7967,0.3750
2650,0.7968,0.3425
2651,0.7970,0.3534
2652,0.7971,0.2292
2653,0.7967,0.2730
2654,0.7968,0.4503
2655,0.7969,0.3499
2656,0.7971,0.2433
2657,0.7970,0.3622
2658,0.7967,0.3458
2659,0.7969,0.3473
2660,0.7970,0.2591
2661,0.7969,0.4091
2662,0.7969,0.3804
2663,0.7969,0.4433
2664,0.7969,0.3749
2665,0.7971,0.4345
2666,0.7972,0.3748
2667,0.7970,0.4482
2668,0.7971,0.4624
2669,0.7973,0.3792
2670,0.7968,0.4554
2671,0.7971,0.4082
2672,0.7967,0.4102
2673,0.7973,0.2799
2674,0.7971,0.4104
2675,0.7966,0.3514
2676,0.7969,0.4467
2677,0.7969,0.2608
2678,0.7973,0.3995
2679,0.7970,0.3664
2680,0.7969,0.4276
2681,0.7972,0.3485
2682,0.7971,0.4384
2683,0.7970,0.4303
2684,0.7973,0.2389
2685,0.7970,0.2893
2686,0.7970,0.3927
2687,0.7973,0.3279
2688,0.7973,0.3574
2689,0.7976,0.2841
2690,0.7971,0.3051
2691,0.7969,0.4074
2692,0.7969,0.4251
2693,0.7971,0.3779
2694,0.7970,0.3593
2695,0.7971,0.3030
2696,0.7968,0.4205
2697,0.7975,0.3738
2698,0.7971,0.2400
2699,0.7972,0.4286
2700,0.7973,0.4790
2701,0.7972,0.3436
2702,0.7971,0.4121
2703,0.7971,0.4128
2704,0.7969,0.3311
2705,0.7976,0.3586
2706,0.7969,0.2838
2707,0.7973,0.3661
2708,0.7968,0.3348
2709,0.7972,0.3368
2710,0.7975,0.3971
2711,0.7973,0.3892
2712,0.7969,0.4129
2713,0.7972,0.4419
2714,0.7973,0.3448
2715,0.7971,0.4166
2716,0.7972,0.4186
2717,0.7972,0.4026
2718,0.7973,0.2955
2719,0.7972,0.2853
2720,0.7972,0.2322
2721,0.7970,0.4366
2722,0.7972,0.2938
2723,0.7972,0.3848
2724,0.7973,0.3788
2725,0.7972,0.3006
2726,0.7973,0.3172
2727,0.7970,0.1933
2728,0.7973,0.4168
2729,0.7971,0.3726
2730,0.7975,0.4052
2731,0.7973,0.3542
2732,0.7970,0.4392
2733,0.7975,0.4402
2734,0.7972,0.3150
2735,0.7974,0.4975
2736,0.7973,0.4385
2737,0.7970,0.2695
2738,0.7974,0.3094
2739,0.7972,0.3022
2740,0.7975,0.3356
2741,0.7971,0.4316
2742,0.7972,0.3417
2743,0.7972,0.3067
2744,0.7973,0.3220
2745,0.7971,0.3961
2746,0.7973,0.4527
2747,0.7977,0.3580
2748,0.7972,0.4149
2749,0.7972,0.3096
2750,0.7973,0.4210
2751,0.7973,0.4265
2752,0.7972,0.4438
2753,0.7969,0.4391
2754,0.7973,0.4378
2755,0.7973,0.3710
2756,0.7976,0.4338
2757,0.7974,0.3083
2758,0.7973,0.3154
2759,0.7973,0.3708
2760,0.7970,0.3785
2761,0.7973,0.4284
2762,0.7973,0.3895
2763,0.7972,0.2649
2764,0.7975,0.3527
2765,0.7971,0.2127
2766,0.7972,0.3614
2767,0.7976,0.3574
2768,0.7976,0.4194
2769,0.7973,0.3190
2770,0.7976,0.4201
2771,0.7976,0.2437
2772,0.7975,0.3451
2773,0.7975,0.2898
2774,0.7971,0.3233
2775,0.7975,0.4048
2776,0.7974,0.3242
2777,0.7975,0.4086
2778,0.7973,0.4150
2779,0.7974,0.3378
2780,0.7972,0.3971
2781,0.7976,0.4427
2782,0.7972,0.1752
2783,0.7976,0.2630
2784,0.7976,0.3514
2785,0.7977,0.3009
2786,0.7976,0.3566
2787,0.7970,0.3837
2788,0.7973,0.4082
2789,0.7975,0.3768
2790,0.7974,0.2939
2791,0.7978,0.3391
2792,0.7975,0.4671
2793,0.7973,0.2670
2794,0.7975,0.3805
2795,0.7976,0.3143
2796,0.7975,0.4141
2797,0.7974,0.3475
2798,0.7976,0.3036
2799,0.7977,0.3827
2800,0.7975,0.3533
2801,0.7977,0.3219
2802,0.7976,0.4211
2803,0.7972,0.4031
2804,0.7976,0.3599
2805,0.7976,0.2446
2806,0.7975,0.3266
2807,0.7977,0.1653
2808,0.7974,0.3554
2809,0.7977,0.3876
2810,0.7968,0.3699
2811,0.7977,0.4352
2812,0.7975,0.4053
2813,0.7974,0.3873
2814,0.7976,0.3076
2815,0.7974,0.3186
2816,0.7975,0.4165
2817,0.7974,0.3426
2818,0.7977,0.2001
2819,0.7973,0.4013
2820,0.7975,0.2709
2821,0.7973,0.3065
2822,0.7977,0.3745
2823,0.7975,0.4096
2824,0.7976,0.4651
2825,0.7977,0.3294
2826,0.7975,0.3430
2827,0.7975,0.2777
2828,0.7974,0.4215
2829,0.7979,0.2496
2830,0.7973,0.3969
2831,0.7971,0.3442
2832,0.7981,0.3282
2833,0.7975,0.4386
2834,0.7979,0.4525
2835,0.7976,0.4212
2836,0.7980,0.3616
2837,0.7975,0.3753
2838,0.7976,0.3523
2839,0.7974,0.4364
2840,0.7974,0.2771
2841,0.7977,0.4145
2842,0.7975,0.3743
2843,0.7979,0.3735
2844,0.7973,0.2414
2845,0.7975,0.3992
2846,0.7978,0.3190
2847,0.7978,0.4080
2848,0.7976,0.4849
2849,0.7979,0.2730
2850,0.7977,0.4041
2851,0.7978,0.4074
2852,0.7979,0.2426
2853,0.7975,0.4921
2854,0.7978,0.4085
2855,0.7977,0.2863
2856,0.7978,0.4146
2857,0.7975,0.4514
2858,0.7977,0.3679
2859,0.7976,0.3663
2860,0.7976,0.4002
2861,0.7978,0.3710
2862,0.7978,0.4223
2863,0.7977,0.4339
2864,0.7976,0.2382
2865,0.7977,0.3217
2866,0.7978,0.4218
2867,0.7975,0.4140
2868,0.7979,0.3244
2869,0.7978,0.3477
2870,0.7976,0.3172
2871,0.7977,0.2575
2872,0.7972,0.3326
2873,0.7977,0.3524
2874,0.7979,0.3851
2875,0.7981,0.4143
2876,0.7979,0.3940
2877,0.7975,0.3507
2878,0.7979,0.4050
2879,0.7979,0.4166
2880,0.7975,0.3999
2881,0.7976,0.4025
2882,0.7978,0.2956
2883,0.7979,0.4052
2884,0.7979,0.3711
2885,0.7973,0.3134
2886,0.7982,0.4098
2887,0.7981,0.3327
2888,0.7975,0.4466
2889,0.7976,0.3947
2890,0.7978,0.3846
2891,0.7975,0.2565
2892,0.7977,0.4591
2893,0.7979,0.4193
2894,0.7976,0.3071
2895,0.7980,0.3002
2896,0.7980,0.3368
2897,0.7977,0.3724
2898,0.7979,0.3095
2899,0.7978,0.3938
2900,0.7977,0.3894
2901,0.7980,0.3250
2902,0.7977,0.3604
2903,0.7980,0.2394
2904,0.7979,0.3731
2905,0.7980,0.3194
2906,0.7979,0.3526
2907,0.7975,0.3261
2908,0.7979,0.4547
2909,0.7980,0.3867
2910,0.7981,0.3604
2911,0.7978,0.3796
2912,0.7975,0.4053
2913,0.7981,0.2915
2914,0.7975,0.4356
2915,0.7978,0.3883
2916,0.7978,0.3694
2917,0.7980,0.4049
2918,0.7978,0.3909
2919,0.7980,0.2898
2920,0.7982,0.3983
2921,0.7979,0.4724
2922,0.7980,0.3536
2923,0.7981,0.3455
2924,0.7975,0.3762
2925,0.7979,0.2762
2926,0.7980,0.3682
2927,0.7979,0.3627
2928,0.7980,0.3126
2929,0.7978,0.3261
2930,0.7978,0.2917
2931,0.7980,0.3784
2932,0.7978,0.3993
2933,0.7978,0.3793
2934,0.7980,0.2652
2935,0.7981,0.3906
2936,0.7980,0.5056
2937,0.7978,0.4352
2938,0.7979,0.4250
2939,0.7979,0.4050
2940,0.7976,0.2484
2941,0.7982,0.3793
2942,0.7980,0.3571
2943,0.7978,0.2956
2944,0.7981,0.3177
2945,0.7977,0.3122
2946,0.7981,0.3732
2947,0.7980,0.3055
2948,0.7982,0.4092
2949,0.7980,0.3075
2950,0.7977,0.3577
2951,0.7980,0.4341
2952,0.7979,0.2575
2953,0.7982,0.2854
2954,0.7978,0.4304
2955,0.7978,0.4151
2956,0.7982,0.3482
2957,0.7982,0.4461
2958,0.7981,0.3682
2959,0.7980,0.4196
2960,0.7979,0.3940
2961,0.7979,0.4181
2962,0.7979,0.4005
2963,0.7979,0.4214
2964,0.7982,0.3360
2965,0.7978,0.4137
2966,0.7984,0.2793
2967,0.7979,0.3448
2968,0.7980,0.2914
2969,0.7981,0.3753
2970,0.7982,0.2474
2971,0.7980,0.4059
2972,0.7982,0.3476
2973,0.7982,0.3163
2974,0.7978,0.2838
2975,0.7982,0.4424
2976,0.7979,0.3687
2977,0.7985,0.4251
2978,0.7981,0.3763
2979,0.7980,0.4172
2980,0.7981,0.3448
2981,0.7980,0.3863
2982,0.7979,0.4350
2983,0.7981,0.4159
2984,0.7981,0.3362
2985,0.7981,0.3670
2986,0.7979,0.2973
2987,0.7980,0.4344
2988,0.7983,0.3688
2989,0.7984,0.4037
2990,0.7981,0.4089
2991,0.7983,0.3015
2992,0.7982,0.4372
2993,0.7980,0.4020
2994,0.7981,0.3181
2995,0.7975,0.2758
2996,0.7983,0.2727
2997,0.7979,0.4818
2998,0.7980,0.3691
2999,0.7981,0.3684
